Player Name,League,Club,Position,Tactical Role,Minutes Played,Goals per 90,Goals Total,Shots per 90,Shots Total,Assists per 90,Assists Total,Duels Won per 90 (%),Dribbles per 90 (%),Key Passes per 90,Total Passes per 90,Pass Accuracy (%),Tackles per 90,Tackles Total,Interceptions per 90,Interceptions Total,Defensive Involvement & Ball Recovery,Defensive Involvement & Consistency,Final Third/Attacking Contribution,Defensive Pressing,Build-Up & Offensive Contribution,Passing & Technical Quality,Intensity & Ball-Carrying
t. kroos,La Liga,real madrid,Midfielder,Positional Anchor,2129.0,0.0422733677782996,1.0,1.0568341944574915,25.0,0.3381869422263974,8.0,61.9047619047619,62.49999999999998,2.6632221700328795,100.14560826679192,67.0,2.2404884922498827,53.0,0.7186472522310944,17.0,0.4097600383852521,0.2177727357601619,0.5344331919977017,0.3403172671343722,0.3464333843652162,0.4008835114492135,0.3855278357802921
takumi minamino,Ligue 1,monaco,Midfielder,Positional Anchor,2128.0,0.3806390977443609,9.0,1.776315789473684,42.0,0.2537593984962406,6.0,40.845070422535215,39.47368421052632,1.4802631578947367,35.23026315789474,73.0,1.43796992481203,34.0,0.4652255639097744,11.0,0.4661996084750539,0.149382824630445,0.4051124640730104,0.3875935971205536,0.4436128267898362,0.2728988541895045,0.4764163478581202
teddy teuma,Ligue 1,reims,Midfielder,Deep-lying Playmaker,2124.0,0.2542372881355932,6.0,1.1016949152542372,26.0,0.1271186440677966,3.0,51.0548523206751,62.7906976744186,1.8220338983050848,57.16101694915255,78.1,2.288135593220339,54.0,0.847457627118644,20.0,0.1613671510566061,0.7190297630413889,0.7619010621681284,0.1807881323619,0.2016359663756223,0.5018483534101165,0.4282971940706749
teun koopmeiners,Serie A,atalanta,Midfielder,Deep-lying Playmaker,2631.0,0.4104903078677309,12.0,1.2314709236031929,36.0,0.1710376282782212,5.0,37.671232876712324,39.58333333333333,2.086659064994299,43.13568985176739,77.0,1.3340935005701255,39.0,0.3420752565564424,10.0,0.3050608471079324,0.6247604744172897,0.5534177529877744,0.325171606500349,0.6937629663499649,0.2677066105212486,0.5428037401537291
thierno coulibaly,Ligue 1,montpellier,Midfielder,Deep-lying Playmaker,619.0,0.1453957996768982,1.0,1.5993537964458806,11.0,0.0,0.0,52.475247524752476,70.83333333333334,1.308562197092084,23.117932148626817,0.0,2.035541195476575,14.0,0.2907915993537964,2.0,0.1789201375483039,0.4162675552473964,0.4075488961434935,0.673022817713386,0.5837157941026844,0.3637900921009148,0.4093464762937359
théo le bris,Ligue 1,lorient,Midfielder,Positional Anchor,1514.0,0.0,0.0,0.47556142668428,8.0,0.11889035667107,2.0,51.90839694656489,48.48484848484848,0.7727873183619551,34.24042272126816,0.0,2.080581241743725,35.0,0.71334214002642,12.0,0.2625593090363022,0.8107866220330311,0.3277520006377691,0.4113497664058223,0.312787821332832,0.4022457607626648,0.3851069379199482
tijjani reijnders,Serie A,milan,Midfielder,Deep-lying Playmaker,2829.0,0.0954400848356309,3.0,0.9225874867444328,29.0,0.0954400848356309,3.0,48.87892376681614,67.30769230769232,1.6224814422057263,53.73276776246023,90.2,1.4634146341463417,46.0,0.5726405090137858,18.0,0.397014092737146,0.7807434834140883,0.5459903042464673,0.5646604194850524,0.5744119091970596,0.5262389465970926,0.3140694756415985
tiémoué bakayoko,Ligue 1,lorient,Midfielder,Positional Anchor,1316.0,0.1367781155015197,2.0,0.8206686930091185,12.0,0.0683890577507598,1.0,51.80722891566264,33.333333333333336,0.2735562310030395,43.42705167173253,0.0,2.325227963525836,34.0,1.7781155015197567,26.0,0.3344023332396623,0.2188477080270084,0.6630605061171815,0.6715238858304649,0.5247496757667636,0.4494116138500679,0.3554184944484895
toma bašić,Serie A,salernitana,Midfielder,Deep-lying Playmaker,1166.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4248015958588313,0.7954780195943848,0.6916212462616356,0.3988213280160674,0.5345614214382743,0.3644374134317777,0.1900877603307431
tomáš suslov,Serie A,verona,Midfielder,Deep-lying Playmaker,2098.0,0.1286939942802669,3.0,1.7159199237368925,40.0,0.2144899904671115,5.0,49.647887323943664,57.57575757575758,1.201143946615825,20.97712106768351,0.0,1.801715919923737,42.0,0.2573879885605338,6.0,0.2262117219416018,0.6781287602251655,0.6929164850615624,0.1998440418169944,0.3314758486201445,0.4032058410259806,0.6265269348870897
téji savanier,Ligue 1,montpellier,Midfielder,Deep-lying Playmaker,2777.0,0.291681670867843,9.0,1.879726323370544,58.0,0.2268635217861001,7.0,49.36386768447838,56.70103092783504,3.1112711559236583,52.729564277997845,0.0,1.2315448325531149,38.0,1.0694994598487575,33.0,0.4180176468173594,0.6840240191593344,0.3023619398415969,0.3545253615400032,0.6576509328185299,0.6086659626809511,0.3479258413818916
unai gomez,La Liga,athletic club,Midfielder,Final-Third Playmaker,867.0,0.2076124567474048,2.0,1.1418685121107266,11.0,0.0,0.0,45.901639344262286,44.0,1.245674740484429,24.80968858131488,76.2,1.245674740484429,12.0,0.2076124567474048,2.0,1.0,0.3637825312998056,0.6202977737256827,0.7747344276949387,0.4046862915488197,1.0,0.346364276886361
unai lopez,La Liga,rayo vallecano,Midfielder,Final-Third Playmaker,2126.0,0.0423330197554092,1.0,1.0583254938852305,25.0,0.0846660395108184,2.0,42.24806201550387,57.89473684210525,1.3123236124176858,57.78457196613358,81.0,2.074317968015052,49.0,0.6773283160865475,16.0,0.4143498370847148,0.6932014704313552,0.4800634185054941,0.5198869615053255,0.5242557082173216,0.5779421517665566,0.7833070817920211
uroš račić,Serie A,sassuolo,Midfielder,Deep-lying Playmaker,814.0,0.1105651105651105,1.0,0.995085995085995,9.0,0.1105651105651105,1.0,53.333333333333336,85.71428571428572,0.6633906633906634,40.7985257985258,0.0,1.2162162162162162,11.0,0.773955773955774,7.0,0.2538423406320443,0.7063445652682162,0.5306294276798723,0.2034261217475785,0.5500574957212019,0.3208356293698178,0.3987061464818954
valentin atangana edoa,Ligue 1,reims,Midfielder,Deep-lying Playmaker,553.0,0.0,0.0,0.81374321880651,5.0,0.0,0.0,45.67901234567902,28.57142857142857,0.325497287522604,27.17902350813744,86.6,3.092224231464738,19.0,0.976491862567812,6.0,0.1983818382563144,0.4335828856321259,0.6108965174782922,0.6869535848561426,0.5950606885360158,0.4680374386197695,0.3655068862034755
valentin carboni,Serie A,monza,Midfielder,Deep-lying Playmaker,1158.0,0.155440414507772,2.0,1.3212435233160622,17.0,0.233160621761658,3.0,47.09677419354839,57.14285714285714,1.787564766839378,39.40414507772021,83.4,1.9430051813471505,25.0,0.5440414507772021,7.0,0.0,0.6905044622498206,0.3896640530892311,1.0,0.5476392517625149,0.4795410295900945,0.614945636950312
valentin rongier,Ligue 1,marseille,Midfielder,Positional Anchor,853.0,0.0,0.0,0.8440797186400937,8.0,0.0,0.0,49.425287356321846,50.0,1.0550996483001172,60.2461899179367,87.3,2.4267291910902697,23.0,1.5826494724501758,15.0,0.459442706535934,0.2289564910831945,0.771979600023768,0.2096577940539463,0.4568049522488829,0.2370440332127435,0.4844887140331451
vincent sierro,Ligue 1,toulouse,Midfielder,Positional Anchor,2264.0,0.2385159010600707,6.0,0.8745583038869258,22.0,0.0795053003533568,2.0,44.4078947368421,60.71428571428571,1.311837455830389,47.54416961130742,77.5,1.6298586572438165,41.0,1.073321554770318,27.0,0.5773396028003146,0.485178957749893,0.7791496876444517,0.7912033264400651,0.3475610107163084,0.4663518533258906,0.2506481110178988
vitinha,Ligue 1,paris sg,Midfielder,Positional Anchor,2129.0,0.2959135744480977,7.0,1.5218412400187882,36.0,0.1690934711131987,4.0,47.89473684210527,62.7450980392157,1.5641146077970878,76.0497886331611,89.7,1.6486613433536872,39.0,0.9722874589008924,23.0,0.494024120160371,0.2339377578052027,0.2985004930149681,0.5101796811614355,0.3997201663246149,0.5617588294962944,0.3698875679601599
walace,Serie A,udinese,Midfielder,Deep-lying Playmaker,3245.0,0.0554699537750385,2.0,0.526964560862866,19.0,0.0,0.0,51.64473684210525,45.714285714285715,0.5824345146379045,39.41140215716487,79.7,1.830508474576271,66.0,1.1926040061633283,43.0,0.0770377981377339,0.6284673621041736,0.5179875092729066,0.3851347770615606,0.4643209181693695,0.392569246070635,0.3508778760258051
warren bondo,Serie A,monza,Midfielder,Deep-lying Playmaker,1469.0,0.0612661674608577,1.0,0.4288631722260041,7.0,0.0612661674608577,1.0,52.20588235294118,76.47058823529413,0.4288631722260041,37.556160653505785,89.7,1.776718856364874,29.0,0.3675970047651463,6.0,0.2135003022321348,0.7015593327849863,0.4082851071114876,0.3579909848423322,0.4867661324583455,0.4601251199119422,0.3612241492683378
warren zaire-emery,Ligue 1,paris sg,Midfielder,Positional Anchor,1962.0,0.091743119266055,2.0,0.3669724770642202,8.0,0.1376146788990825,3.0,46.846846846846844,43.24324324324325,1.0091743119266054,63.39449541284404,91.8,2.339449541284404,51.0,0.6880733944954128,15.0,0.367351236163403,0.2707328356530792,0.5525391110649092,0.7375902875596174,0.6999269432529196,0.5154284340538893,0.402072448397919
weston mckennie,Serie A,juventus,Midfielder,Deep-lying Playmaker,2601.0,0.0,0.0,0.657439446366782,19.0,0.2422145328719723,7.0,50.000000000000014,38.297872340425535,1.4186851211072666,32.56055363321799,76.6,1.6608996539792389,48.0,0.6228373702422145,18.0,0.3396982893688213,0.7709163956846009,0.4123074624053782,0.6836236136444465,0.3763669452583249,0.2771253107796075,0.5062980930459172
yacine adli,Serie A,milan,Midfielder,Deep-lying Playmaker,1411.0,0.0637845499645641,1.0,0.1275690999291283,2.0,0.1275690999291283,2.0,52.28758169934641,73.33333333333336,1.4670446491849751,79.1566265060241,86.5,2.168674698795181,34.0,1.2756909992912828,20.0,0.2955889241379391,0.6888621186675162,0.2765446261752664,0.5771897059291993,0.6523882752108539,0.297852075880388,0.3338228647754157
yahia kechta,Ligue 1,le havre,Midfielder,Positional Anchor,1855.0,0.0970350404312668,2.0,0.7277628032345014,15.0,0.0485175202156334,1.0,40.0,31.25,1.3099730458221024,45.266846361185976,0.0,2.2318059299191373,46.0,1.1159029649595686,23.0,0.5063914423538505,0.6539771325933201,0.4492900015093465,0.3751083288116156,0.3712261107883428,0.0852674001884041,0.3173512201783635
yannick magnin,Ligue 1,clermont foot,Midfielder,Positional Anchor,1678.0,0.0536352800953516,1.0,0.6436233611442193,12.0,0.0,0.0,49.074074074074076,29.999999999999993,0.4827175208581645,43.49821215733016,0.0,2.628128724672229,49.0,1.0190703218116806,19.0,0.5411124234920909,0.7397199099736338,0.5570993374667511,0.4489494620964228,0.4814814202409071,0.27785174144877,0.3257166540570586
ylber ramadani,Serie A,lecce,Midfielder,Deep-lying Playmaker,2976.0,0.0302419354838709,1.0,0.5745967741935484,19.0,0.0,0.0,48.60681114551084,62.16216216216216,0.4838709677419355,37.25806451612903,79.3,2.056451612903226,68.0,1.3306451612903227,44.0,0.3147779087142862,0.7039893281422847,0.4230630054190183,0.359865321498183,0.6173180560510878,0.4118851102594191,0.1033424031715817
youssouf fofana,Ligue 1,monaco,Midfielder,Positional Anchor,2703.0,0.1331853496115427,4.0,1.1653718091009988,35.0,0.1331853496115427,4.0,50.5050505050505,60.937499999999986,1.3318534961154274,58.50166481687015,81.2,2.031076581576027,61.0,1.2319644839067705,37.0,0.4999454190321787,0.7800397911542718,0.5528564224814656,0.5306341174711414,0.4799651777396749,0.3002563943498105,0.337345289622962
youssouf ndayishimiye,Ligue 1,nice,Midfielder,Positional Anchor,1714.0,0.0,0.0,0.4725787631271879,9.0,0.0,0.0,57.79220779220778,78.57142857142857,0.5775962660443407,71.04434072345391,89.9,1.6277712952158692,31.0,0.6301050175029171,12.0,0.3647187960201465,0.6789126384829808,0.4281077618357121,0.4792149823006814,0.4933752737166952,0.2574989580265006,0.1522011939467873
yunus musah,Serie A,milan,Midfielder,Deep-lying Playmaker,1466.0,0.0,0.0,0.4911323328785811,8.0,0.1227830832196452,2.0,50.0,52.38095238095239,0.859481582537517,36.89631650750341,85.0,1.534788540245566,25.0,0.6139154160982265,10.0,0.2515836724905393,0.7490878856645118,0.5667407863655902,0.4808237528037842,0.6272452532771476,0.3281576241002757,0.4462175850007296
éderson,Serie A,atalanta,Midfielder,Deep-lying Playmaker,2873.0,0.1879568395405499,6.0,0.8458057779324748,27.0,0.0313261399234249,1.0,54.8076923076923,54.99999999999999,0.5638705186216498,49.65193177862861,0.0,2.568743473720849,82.0,1.1903933170901495,38.0,0.3683258227475994,0.4855604095988347,0.3331396170336696,0.6237537082086865,0.3741066569399993,0.3796239892173395,0.5432785791753707
